description,category,source_bank,transaction_type
PATUNGAN KADO LINA MARLINA,transfer_sosial,Mandiri,transfer
TRSF E-BANKING DB BLIBLI,belanja,CIMB,debit
SWITCHING DB CIMB 4291062080 SARI INDAH,transfer_keluarga,BNI,transfer
PYMNT PDAM KOTA 200623 207,tagihan,Danamon,debit
TRF IURAN MUSHOLA MEGA PUSPITA,transfer_sosial,BNI,transfer
TRANSFER IURAN ARISAN QORI AMALIA,transfer_sosial,BNI,transfer
DEBIT EDC BARBERSHOP PBR,lainnya,BSI,debit
APY BLUE BIRD TAXI,transport,BCA,debit
TRSF E-BANKING DB TRAVELOKA EATS,makanan,Danamon,debit
TRF 464410 CIMB,tidak_diketahui,BSI,transfer
KIRIMAN BULANAN SUAMI EKO PRASETYO,transfer_keluarga,BCA,transfer
TRSF E-BANKING DB TRAVELOKA EATS,makanan,BSI,debit
TRF KE UMI KALSUM PATUNGAN WISATA,transfer_sosial,CIMB,transfer
TOP UP LINKAJA 6272761460,topup_ewallet,LinkAja,ewallet
DB E-TOLL TNG,transport,BNI,debit
SWITCHING DB YOUTUBE PREMIUM 392,hiburan,BRI,debit
IPY ALODOKTER,kesehatan,Permata,debit
TRSF E-BANKING DB CUCI MOBIL,lainnya,Permata,debit
BYR TAGIHAN CICILAN KENDARAAN,tagihan,BSI,debit
TRSF E-BANKING DB LAZADA,belanja,Danamon,debit
PYMNT GRAB,transport,BCA,debit
RETAIL H&M SOL,belanja,BSI,debit
DB MAXIM TIKET,transport,Permata,debit
BIAYA BEROBAT KLINIK ESTETIKA,kesehatan,BNI,debit
KONDANGAN PERNIKAHAN LESTARI NINGRUM,transfer_sosial,Danamon,transfer
BYR ASURANSI JIW,lainnya,BRI,debit
PEMBAYARAN GRABFOOD,makanan,BRI,debit
KIRIM KE ADIK MULYADI 3635131492,transfer_keluarga,BSI,transfer
QRIS PMT RS MEDISTRA LPG,kesehatan,Permata,debit
SA IB PRIMA Dr Trf 3165912510 TONO HARTONO,transfer_keluarga,BCA,transfer
QRIS PMT BIMBEL ONLINE,pendidikan,BRI,debit
TRF UANG JAJAN ANAK NURI RAHAYU,transfer_keluarga,BCA,transfer
KIRIMAN AYAH FAJAR SIDIQ,transfer_keluarga,BCA,transfer
PYMNT TAGIHAN KARTU KREDIT MANDIRI 208914392527,tagihan,Permata,debit
DB EDC BAKSO BOEDJANGAN BGR,makanan,Mandiri,debit
PBK GIRO KE TABUNGAN 5361761162,transfer_internal,Mandiri,transfer
DB SHOPEE PAYMENT,belanja,Danamon,debit
ARISAN VERA ANGGRAINI 495069,transfer_sosial,Danamon,transfer
db edc anytime fitness,hiburan,CIMB,debit
BIAYA HIDUP KELUARGA YUSUF RAHMAN,transfer_keluarga,BSI,transfer
PYMNT TIKTOK COINS,hiburan,BSI,debit
DEBIT EDC SEDEKAH DPK,lainnya,BSI,debit
TAGIHAN INTERNET INDIHOME 37041169,tagihan,Danamon,debit
IPY MAXIM,transport,Permata,debit
RESTO YOSHINOYA BGR,makanan,CIMB,debit
PYMNT SKILL ACADEMY,pendidikan,BNI,debit
PYMNT GRABFOOD,makanan,CIMB,debit
TRANSFER ANAK KOS RATNA SARI,transfer_keluarga,BCA,transfer
APY BPJS KETENAGAKERJAAN 22834164,tagihan,BCA,debit
KONSULTASI KLIKDOKTER,kesehatan,BNI,debit
DB TIKET.COM TIKET,transport,CIMB,debit
TRANSFER BELANJA KELUARGA BAYU NUGROHO,transfer_keluarga,BCA,transfer
PEMBELIAN E-MONEY ShopeePay,topup_ewallet,ShopeePay,ewallet
PEMBAYARAN LAZADA ORDER,belanja,CIMB,debit
TRSF E-BANKING DB NOTARIS PPAT,lainnya,CIMB,debit
DB TOL BGR,transport,Permata,debit
VIS WATSONS,belanja,Mandiri,debit
INFAQ JUMAT 251893,transfer_sosial,Danamon,transfer
TRSF E-BANKING  DB BIMBEL NEUTRON,pendidikan,CIMB,debit
PYMNT GARENA TOP UP,hiburan,Mandiri,debit
IPY LES PRIVAT,pendidikan,Permata,debit
DEBIT EDC BURGER KING BGR,makanan,BRI,debit
PYMNT TRAVELOKA EATS,makanan,Danamon,debit
TRSF E-BANKING DB BUKALAPAK,belanja,BSI,debit
SWITCHING DB TOL BTM,transport,Danamon,debit
QRIS PMT KLINIK PRATAMA MDN,kesehatan,BRI,debit
BIAYA HIDUP KELUARGA YANTI PERMATA,transfer_keluarga,Danamon,transfer
IPY TRAVELOKA EATS,makanan,Permata,debit
PEMBAYARAN TAGIHAN LISTRIK PLN 0070043259,tagihan,BNI,debit
TRSF E-BANKING DB GOPAY 7784542831,topup_ewallet,GoPay,ewallet
PYMNT TIKTOK COINS,hiburan,CIMB,debit
BYR UKT SEMESTER GANJIL 73034900,pendidikan,BSI,debit
TRF KE ANISA RAHMA PATUNGAN WISATA,transfer_sosial,CIMB,transfer
SA IB PRIMA Dr Trf 5381806122 UMI KALSUM,transfer_keluarga,BCA,transfer
TOPUP SHOPEEPAY 869367587255,topup_ewallet,ShopeePay,ewallet
NP WATERBOM PLB,hiburan,BRI,debit
QRIS PMT LOTTEMART BPN,belanja,Mandiri,debit
PMT JANJI JIWA PLB,makanan,BRI,debit
DB TOP UP EWALLET DANA,topup_ewallet,DANA,ewallet
DB FLAZZ TOPUP,transport,BSI,debit
ULANG TAHUN PUTRI MAHARANI,transfer_sosial,CIMB,transfer
IPY GRABFOOD,makanan,Permata,debit
DEBIT EDC DUFAN DPK,hiburan,Permata,debit
PRC H&M DPK,belanja,BNI,debit
qris pmt spp smp,pendidikan,Danamon,debit
PATUNGAN ULANG TAHUN ZAKI ABDILLAH,transfer_sosial,BNI,transfer
TRSF E-BANKING DB DOKTERKU,kesehatan,Mandiri,debit
QRIS PMT HOKBEN MLG,makanan,BRI,debit
PRC SUPERINDO YK,belanja,BCA,debit
TRSF E-BANKING DB KURSUS BAHASA EF ENGLISH,pendidikan,Permata,debit
SA IB PRIMA Dr Trf 0663119051 BUDI SANTOSO,transfer_keluarga,BCA,transfer
IPY GOJEK,transport,Danamon,debit
TRSF E-BANKING DB 9856795693 KIRIMAN WAHYU HIDAYAT,transfer_keluarga,BCA,transfer
PEMBAYARAN TOKOPEDIA ORDER,belanja,Permata,debit
PYMNT TAGIHAN LISTRIK PLN 3305016045,tagihan,Permata,debit
SUMBANGAN MASJID ARIF HIDAYATULLAH,transfer_sosial,CIMB,transfer
DB GOFOOD ORDER,makanan,BSI,debit
QRIS PMT PARKIR MDN,transport,CIMB,debit
pymnt pln prabayar 397066,tagihan,Permata,debit
BYR BIMBEL NEUTRON 206739951982,pendidikan,BRI,debit
SWITCHING DB BRI 2804999911 HADI SUSANTO,transfer_keluarga,Permata,transfer
DB XL PRABAYAR,tagihan,CIMB,debit
PATUNGAN KADOTIKA RAHMADHANI,transfer_sosial,BCA,transfer
KIRIMAN BULANAN SUAMI GUNAWAN WIBOWO,transfer_keluarga,Danamon,transfer
TRSF E-BANKING DB PLN TOKEN LISTRIK,tagihan,BRI,debit
TRF ARISAN EKO PRASETYO 157931,transfer_sosial,BRI,transfer
BAYAR TAGIHAN TAGIHAN GAS PGN,tagihan,BRI,debit
BYR SEDEKAH 993134,lainnya,Danamon,debit
DEBIT EDC KLINIK GIGI SMG,kesehatan,CIMB,debit
TRANSFER ANTAR REK CIMB,transfer_internal,BCA,transfer
QRIS PMT AHASS HONDA BDG,transport,Permata,debit
DB TIKTOK SHOP BELANJA,belanja,CIMB,debit
SA IB PRIMA Dr Trf 2865072555 WAHYU HIDAYAT,transfer_keluarga,BCA,transfer
KONDANGAN PERNIKAHAN HENDRA GUNAWAN,transfer_sosial,Danamon,transfer
6109427852 CIMB,tidak_diketahui,BNI,transfer
TRSF E-BANKING DB GARENA TOP UP,hiburan,Permata,debit
TRSF DEBIT 84890719,tidak_diketahui,Mandiri,transfer
IPY BIAYA KULIAH SWASTA,pendidikan,CIMB,debit
QRIS PMT GRAMEDIA BOOKSTORE,pendidikan,CIMB,debit
BYR BIAYA WISUDA 66596948,pendidikan,Danamon,debit
QRIS PMT UKT SEMESTER GANJIL,pendidikan,CIMB,debit
PATUNGAN ULANG TAHUN ZAKI ABDILLAH,transfer_sosial,BSI,transfer
DB EDCLRT JABODEBEK,transport,BSI,debit
QRIS PMT BIOSKOP CGV YK,hiburan,CIMB,debit
SWITCHING DB TOPUP OVO,topup_ewallet,OVO,ewallet
TRSF DB SUMBANGAN SURYA DARMA,transfer_sosial,BCA,transfer
SWITCHING DB TOPUP OVO,topup_ewallet,OVO,ewallet
DB FLAZZ TOPUP,transport,BNI,debit
DONASI SOSIAL VINA OKTAVIA,transfer_sosial,BNI,transfer
TRSF E-BANKING DB GOOD DOCTOR,kesehatan,BNI,debit
TRF KE OKI PRATAMA PATUNGAN WISATA,transfer_sosial,CIMB,transfer
DB EDC KLINIK ESTETIKA,kesehatan,BNI,debit
NP ZAKAT INFAQ BPN,lainnya,BRI,debit
BAYAR KLINIK KLINIK PRATAMA PLB,kesehatan,CIMB,debit
DB EDC TIMEZONE,hiburan,BRI,debit
DB SUNATAN,lainnya,BSI,debit
SWITCHING DB TOPUP OVO,topup_ewallet,OVO,ewallet
DB TRF 7357358318,tidak_diketahui,Danamon,transfer
SWITCHING DB STEAM PURCHASE,hiburan,Permata,debit
QRIS PMT KRL COMMUTERLINE BPN,transport,BRI,debit
IPY GRABFOOD,makanan,Mandiri,debit
BYR PLN PREPAID 0693609070,tagihan,CIMB,debit
SUMBANGAN MASJID VINA OKTAVIA,transfer_sosial,Mandiri,transfer
SWITCHING DBINDIHOME TELKOM,tagihan,Mandiri,debit
SA IB PRIMA Dr Trf 5432462192 MEGA PUSPITA,transfer_keluarga,BCA,transfer
trsf e-banking db grab,transport,BSI,debit
IPY UKT SEMESTER GENAP,pendidikan,Permata,debit
DONASI DINA FITRIANI476519,transfer_sosial,BNI,transfer
TRSF E-BANKING DB SHOPEE,belanja,BSI,debit
DB BUKALAPAK BELANJA 821,belanja,Permata,debit
NP AQIQAH YK,lainnya,BRI,debit
DB NASI UDUK BETAWI DPK,makanan,BRI,debit
NP DUFAN SOL,hiburan,BRI,debit
DEBIT EDC BIOSKOP XXI YK,hiburan,BCA,debit
TOPUP SHOPEEPAY 2347361490,topup_ewallet,ShopeePay,ewallet
BULANAN KE YUSUF RAHMAN,transfer_keluarga,Danamon,transfer
QRIS PMT PARKIR BGR,transport,BCA,debit
PEMBAYARAN RAWAT APOTEK GUARDIAN,kesehatan,BCA,debit
QRIS PMT AQIQAH PLB,lainnya,Mandiri,debit
PYMNT SHOPEEFOOD,makanan,Danamon,debit
TRSF E-BANKING DB GOFOOD,makanan,BNI,debit
byr biaya wisuda 9912875203,pendidikan,Danamon,debit
VIS ADIDAS STORE,belanja,Mandiri,debit
KIRIMAN BULANAN SUAMI CAHYA PRATAMA,transfer_keluarga,Mandiri,transfer
IPY  TOGA MAS,pendidikan,BCA,debit
SWITCHING DB TOL CRB,transport,BNI,debit
TRANSFER IURAN ARISAN CAHYA PRATAMA,transfer_sosial,Danamon,transfer
TRSF E-BANKING DB 2015596695 KIRIMAN AHMAD FAUZI,transfer_keluarga,BSI,transfer
DB TOP UP EWALLET ShopeePay,topup_ewallet,ShopeePay,ewallet
PATUNGAN ULANG TAHUN FAJAR SIDIQ,transfer_sosial,BSI,transfer
TRSF E-BANKING DB PLN PRABAYAR,tagihan,BNI,debit
DB EDC SAMSUNG STORE SMG,belanja,Danamon,debit
DONASI SOSIAL TONO HARTONO,transfer_sosial,BSI,transfer
DEBIT EDC AMAZONE BGR,hiburan,BRI,debit
PEMBAYARAN SHOPEE ORDER,belanja,Permata,debit
PEMBAYARAN AXIS 1364369813,tagihan,BNI,debit
TRF IURAN RT GUNAWAN WIBOWO 5070999283,transfer_sosial,BRI,transfer
RETAIL RANCH MARKET MKS,belanja,BCA,debit
DB EDC RS MITRA KELUARGA,kesehatan,Permata,debit
PYMNT GRABFOOD,makanan,BCA,debit
TRSF E-BANKING DB BLIBLI,belanja,BNI,debit
TRANSFER 2521897525,tidak_diketahui,BNI,transfer
PYMNT TRAVELOKA EATS,makanan,CIMB,debit
DB CBN FIBER,tagihan,BRI,debit
SWITCHING DB CIMB 8148978186 IRA YUNITA,transfer_sosial,BRI,transfer
DB INDOSAT OOREDOO,tagihan,Mandiri,debit
DB BLIBLI BELANJA,belanja,BNI,debit
TOP UP ShopeePay VIA Permata,topup_ewallet,ShopeePay,ewallet
PYMNT LAZADA,belanja,Permata,debit
DB GRABFOOD  ORDER,makanan,BSI,debit
SWITCHING  DB CODASHOP,hiburan,Mandiri,debit
IPY APPLE MUSIC,hiburan,Permata,debit
PATUNGAN ULANG TAHUN FAJAR SIDIQ,transfer_sosial,BCA,transfer
PYMNT GOFOOD,makanan,Permata,debit
IPY TAGIHAN KARTU KREDIT BCA 904909284683,tagihan,BRI,debit
RETAIL MINISO BDG,belanja,BRI,debit
APY PARKIRKOTA,transport,BCA,debit
BYR VIA M-BANKING SMARTFREN,tagihan,Mandiri,debit
SWITCHING DB Danamon 5174597599 QORI AMALIA,transfer_keluarga,DANA,ewallet
pembayaran rawat fisioterapi klinik,kesehatan,BRI,debit
DONASI NANDA WIJAYA 931779,transfer_sosial,Danamon,transfer
DONASI EKO PRASETYO 984622,transfer_sosial,BSI,transfer
DEBIT EDC UANG PANGKAL SEKOLAH BPN,pendidikan,BNI,debit
TRSF E-BANKING DBKAI ACCESS,transport,BNI,debit
QRIS PMT BLUE BIRD TAXI MDN,transport,Danamon,debit
BIAYA BEROBAT APOTEK KIMIA FARMA,kesehatan,Mandiri,debit
PYMNT ZALORA,belanja,BCA,debit
DB BOBA THAI TEA SMG,makanan,Mandiri,debit
PYMNT GRAB,transport,Permata,debit
IPY INDIHOME TELKOM 44548244,tagihan,Permata,debit
BYR INDIHOME TELKOM 302,tagihan,BRI,debit
DB GOFOOD ORDER,makanan,CIMB,debit
PEMBAYARAN SHOPEEORDER,belanja,Permata,debit
QRIS PMT PARKIR BDG,transport,Permata,debit
PEMBAYARAN RAWAT LABORATORIUM CITO,kesehatan,Permata,debit
PEMBAYARAN LAZADA ORDER,belanja,BNI,debit
makan mcdonald's yk,makanan,CIMB,debit
DEBIT EDC LAWSON MKS,belanja,BRI,debit
TRSF DB SUMBANGAN HENDRA GUNAWAN,transfer_sosial,Mandiri,transfer
NP ZAKAT INFAQ CRB,lainnya,BRI,debit
TRSF E-BANKING DB CUCI MOBIL,lainnya,BNI,debit
TRF IURAN RT JULIANA PUTRI 1144086620,transfer_sosial,Danamon,transfer
QRIS PMT BIOSKOP CGV MDN,hiburan,Danamon,debit
QRIS PMT SHELL SPBU DPS,transport,BRI,debit
DEBIT EDC SUPERINDO PLB,belanja,CIMB,debit
PEMBAYARAN CICILAN FIF MOTOR 377876750950,tagihan,Mandiri,debit
IPY APPLE MUSIC,hiburan,Mandiri,debit
autodebet tagihan gas pgn,tagihan,BCA,debit
FOOD SOLARIA DPS,makanan,BNI,debit
DEBIT EDC NIKESTORE MDN,belanja,Permata,debit
QRIS PMT VIVO SPBU BPN,transport,BSI,debit
IPY GRAMEDIA BOOKSTORE,pendidikan,Mandiri,debit
SWITCHING DB PDAM TIRTA JAYA,tagihan,BSI,debit
IPY DOKTERKU,kesehatan,Permata,debit
DB TIKTOK SHOP BELANJA,belanja,CIMB,debit
QRIS PMT YAMAHA SERVICE MLG,transport,Mandiri,debit
NP WATERBOM BPN,hiburan,BRI,debit
IPY UANG PANGKAL SEKOLAH,pendidikan,BRI,debit
DEBIT EDC KAFE KITA PLB,makanan,Permata,debit
DB EDC ASTRA OTOPARTS,transport,BSI,debit
TRANSFER ANAK KOS YUSUF RAHMAN,transfer_keluarga,BNI,transfer
SUMBANGAN MASJID GILANG RAMADHAN,transfer_sosial,Permata,transfer
IPY PDAM TIRTA BHAGASASI 296079,tagihan,Danamon,debit
PYMNT TELKOMSEL HALO 3737228200,tagihan,Permata,debit
TRF RUTIN BULANAN GUNAWAN WIBOWO 2915915282,transfer_keluarga,BSI,transfer
DB NASI UDUK BETAWI DPK,makanan,BCA,debit
BYR VIA M-BANKING CICILAN KPR BTN,tagihan,Danamon,debit
TOPUP SHOPEEPAY 13497745,topup_ewallet,ShopeePay,ewallet
DB EDC ANYTIME FITNESS,hiburan,CIMB,debit
IPY ZALORA 142,belanja,BNI,debit
BYR GRAMEDIA BOOKSTORE 792119,pendidikan,CIMB,debit
DB MYREPUBLIC,tagihan,BNI,debit
BELANJA DAISO TNG,belanja,Danamon,debit
TRANSFER KE GOPAY280990981700,topup_ewallet,GoPay,ewallet
PATUNGAN KADO UTAMI DEWI,transfer_sosial,BRI,transfer
TRSF E-BANKING DB GOJEK,transport,Mandiri,debit
DONASI VINA OKTAVIA 538577,transfer_sosial,Mandiri,transfer
APY MRT JAKARTA,transport,BCA,debit
PBK KE TABUNGAN BNI,transfer_internal,CIMB,transfer
QRIS PMTUKT SEMESTER GANJIL,pendidikan,Mandiri,debit
QRIS KANTIN KAMPUS,makanan,Danamon,debit
PATUNGAN KADO AHMAD FAUZI,transfer_sosial,BSI,transfer
IPY LAZADA,belanja,BSI,debit
KIRIMAN BULANAN SUAMI ZAKI ABDILLAH,transfer_keluarga,BNI,transfer
SA IB PRIMA Dr Trf 1016816526,tidak_diketahui,BCA,transfer
AUTODEBET PLN PASCABAYAR,tagihan,Mandiri,debit
TRF UANG JAJAN ANAK DINA FITRIANI,transfer_keluarga,CIMB,transfer
PYMNT BLIBLI,belanja,Mandiri,debit
SWITCHING DB APPLE STORE,hiburan,BRI,debit
PYMNT TRAVELOKA EATS,makanan,BRI,debit
PEMBAYARAN QRIS ES TEH INDONESIA,makanan,BSI,debit
PEMBAYARAN TOKOPEDIA ORDER,belanja,BNI,debit
IPY GOJEK,transport,Danamon,debit
IPY GRABFOOD,makanan,BNI,debit
IPY GRABFOOD,makanan,Permata,debit
SWITCHING DB CIMB 4664515438 MEGAPUSPITA,transfer_keluarga,BNI,transfer
FOOD PIZZA HUT DPS,makanan,CIMB,debit
DB EDC BOBA THAI TEA CRB,makanan,CIMB,debit
QRIS PMT PLANET SPORT DPK,belanja,Permata,debit
APY PLN PASCABAYAR 342525396195,tagihan,BCA,debit
TRSF E-BANKING DB TRAVELOKA EATS,makanan,Mandiri,debit
SA IB PRIMA Dr Trf 9528221422 NURI RAHAYU,transfer_keluarga,BCA,transfer
TRF RUTIN BULANAN WAHYU HIDAYAT 7638184806,transfer_keluarga,BSI,transfer
BAYAR KLINIK KLINIK GIGI LPG,kesehatan,Mandiri,debit
TRF 845047 DANAMON,tidak_diketahui,DANA,ewallet
DEBIT EDC SOCIOLLA JKT,belanja,Danamon,debit
DB EDC BIOSKOP CGV,hiburan,BNI,debit
PYMNT GOOD DOCTOR,kesehatan,Mandiri,debit
QRIS PMT SPP SMA,pendidikan,Mandiri,debit
SA IB PRIMA Dr Trf 1567672541 NANDA WIJAYA,transfer_keluarga,BCA,transfer
BAYAR KLINIK APOTEK WATSONS BPN,kesehatan,Mandiri,debit
db garena top up,hiburan,BRI,debit
APY KRL COMMUTERLINE,transport,BCA,debit
TRSF DB SUMBANGAN VINA OKTAVIA,transfer_sosial,Permata,transfer
TRSF E-BANKING DB GOFOOD,makanan,Danamon,debit
PEMBAYARAN GRABFOOD,makanan,BNI,debit
DB ZALORA BELANJA,belanja,BNI,debit
BYR PARKIR 19916584,lainnya,BNI,debit
TOP UP LINKAJA VIA CIMB,topup_ewallet,LinkAja,ewallet
SWITCHING DB TAGIHAN KARTU KREDIT MANDIRI,tagihan,Danamon,debit
TRF KE YUSUF RAHMAN PATUNGAN WISATA,transfer_sosial,Permata,transfer
qris pmt laboratorium pramita bks,kesehatan,Danamon,debit
ipy gofood,makanan,Danamon,debit
BAYAR KLINIK RS SILOAM SMG,kesehatan,BSI,debit
PYMNT SHOPEEFOOD,makanan,CIMB,debit
SA IB PRIMA Dr Trf 9198414291,tidak_diketahui,BCA,transfer
BAYAR TAGIHAN PLN PREP,tagihan,BRI,debit
DB TRF 4821074248,tidak_diketahui,CIMB,transfer
DB EDC HERO SUPERMARKET BGR,belanja,BSI,debit
IPY TELKOMSEL HALO 657194306377,tagihan,BNI,debit
DB TRF 8233101715,tidak_diketahui,Permata,transfer
IURAN ARISAN BULANAN GILANG RAMADHAN,transfer_sosial,Permata,transfer
QRIS PMT SPP SEKOLAH DASAR,pendidikan,Mandiri,debit
TRSF E-BANKING DB COURSERA,pendidikan,BRI,debit
DB EDC LOTTEMART BKS,belanja,BRI,debit
DB TOP UP EWALLET GoPay,topup_ewallet,GoPay,ewallet
RETAIL SPORT STATION DPS,belanja,Danamon,debit
TRSF E-BANKING DB SPP SMA,pendidikan,Permata,debit
DB SATE KHAS SENAYAN YK,makanan,BCA,debit
SWITCHING DB TOL CRB,transport,BSI,debit
DEBIT EDC ANYTIME FITNESS YK,hiburan,BCA,debit
DB GRABFOOD FOOD,makanan,BNI,debit
trsf e-banking db 9348243246 gilang ramadhan,transfer_sosial,CIMB,transfer
DEBIT EDC SPP UNIVERSITAS SMG,pendidikan,CIMB,debit
IURAN ARISAN BULANAN IRA YUNITA,transfer_sosial,Mandiri,transfer
SWITCHING DB Mandiri 9695427697 OKI PRATAMA,transfer_sosial,BNI,transfer
SA OB CA TABUNGAN KE DEPOSITO,transfer_internal,Mandiri,transfer
NP VIVO SPBU BPN 816,transport,BRI,debit
DEBIT EDC BIMBEL GANESHA OPERATION BPN,pendidikan,Danamon,debit
RETAIL GIANT HYPERMARKET BPN,belanja,Mandiri,debit
TRSF E-BANKING DB 8532148107 JULIANA PUTRI RUTIN,transfer_keluarga,Danamon,transfer
DB TRAVELOKA RIDE,transport,BNI,debit
PRC LOTTEMART CRB,belanja,Mandiri,debit
TRF IURAN MUSHOLA ZAHRA NURLAILA,transfer_sosial,BNI,transfer
INFAQ JUMAT 677725,transfer_sosial,Permata,transfer
NP APOTEK GUARDIAN LPG,kesehatan,BRI,debit
BELANJA HYPERMART BKS,belanja,BNI,debit
IPY RUANGGURU,pendidikan,BNI,debit
DB TOPUP OVO,topup_ewallet,OVO,ewallet
NP YAMAHA SERVICE BGR,transport,BRI,debit
PYMNT TAGIHAN LISTRIK PLN 720392,tagihan,Permata,debit
TRF 1097208357BNI,tidak_diketahui,Danamon,transfer
DEBIT EDC URBAN REPUBLIC YK,belanja,BRI,debit
PYMNT NETFLIX.COM,hiburan,Permata,debit
BYR BPJSKESEHATAN 78603261,tagihan,BCA,debit
TRSF E-BANKING DB 6151541592 LINA MARLINA,transfer_sosial,BSI,transfer
PEMBAYARAN RAWAT LABORATORIUM PRODIA,kesehatan,Mandiri,debit
TRSF E-BANKING DB SPP SEKOLAH DASAR,pendidikan,Danamon,debit
SA IB PRIMA Dr Trf 7491608021 HADI SUSANTO,transfer_keluarga,BCA,transfer
NP BIOSKOP XXI TNG,hiburan,BRI,debit
QRIS PMT PARKIR TNG,transport,BRI,debit
DB EDC CONVERSE STORE DPK,belanja,BCA,debit
PEMBAYARAN BPJSTK 419070,tagihan,CIMB,debit
PEMBAYARAN RAWAT KLINIK ESTETIKA,kesehatan,BNI,debit
TOP UP OVO VIA ,topup_ewallet,OVO,ewallet
DB GOJEK RIDE,transport,Permata,debit
PYMNT SEHATQ,kesehatan,CIMB,debit
TRSF E-BANKING DB GO,transport,BSI,debit
TRANSFER KE BUDI SANTOSO NAFKAH BULANAN,transfer_keluarga,BCA,transfer
RESTO KOPI KENANGA,makanan,BRI,debit
DB GRABFOOD FOOD,makanan,Mandiri,debit
DEBIT EDC CELEBRITY FITNESS CRB,hiburan,BRI,debit
NP HYPERMART BTM,belanja,BRI,debit
TRSF E-BANKING DB TAGIHAN BPJS KESEHATAN,tagihan,Permata,debit
trsf e-banking db parkir,lainnya,BSI,debit
NP LRT JABODEBEK BGR,transport,BRI,debit
DB GRABFOOD FOOD,makanan,CIMB,debit
TRF KE DANA 580244,topup_ewallet,DANA,ewallet
SA OB TABUNGAN BISNIS,transfer_internal,Mandiri,transfer
RETAIL ALFAMIDI CRB,belanja,BNI,debit
VIS BEBEK GORENG HARISSA BGR,makanan,Mandiri,debit
TOPUP SHOPEEPAY 710510808603,topup_ewallet,ShopeePay,ewallet
BYR SPP SMP 6071849526,pendidikan,CIMB,debit
TRANSFER IURAN ARISAN TIKA RAHMADHANI,transfer_sosial,BSI,transfer
IPY RUANGGURU,pendidikan,Permata,debit
PEMBAYARAN SHOPEEFOOD,makanan,BRI,debit
QRIS PMT BP SPBU CRB,transport,BCA,debit
DEBIT EDC INUL VIZTA SBY,hiburan,BRI,debit
BYR PDAM TIRTA JAYA 973620,tagihan,BCA,debit
TRSF E-BANKING DB BIMBEL ONLINE,pendidikan,CIMB,debit
IPY GRABFOOD,makanan,CIMB,debit
DEBIT EDC BARBERSHOP TNG,lainnya,BRI,debit
TRF KE BUDI SANTOSO PATUNGAN WISATA,transfer_sosial,Danamon,transfer
TRANSFER KAS RT FITRI HANDAYANI,transfer_sosial,Mandiri,transfer
DB EDC OPTIK MELAWAI 679,kesehatan,Mandiri,debit
QRIS PMT OPTIK SEIS SMG,kesehatan,BSI,debit
PYMNT DOKTERKU,kesehatan,Permata,debit
NP NAV KARAOKE BKS,hiburan,BRI,debit
GOOD DOCTOR,kesehatan,Danamon,debit
SA IB PRIMA Dr Trf 5919555759 VERA ANGGRAINI,transfer_keluarga,BCA,transfer
AUTODEBET INDIHOME TELKOM,tagihan,Mandiri,debit
DB NETFLIX.COM,hiburan,Mandiri,debit
PEMBAYARAN PDAM TIRTA BHAGASASI 545980028462,tagihan,BRI,debit
DEBIT EDC RS PREMIER JATINEGARA BTM,kesehatan,BRI,debit
TRF KE GUNAWAN WIBOWO PATUNGAN WISATA,transfer_sosial,Permata,transfer
FOOD KOPI KENANGAN JKT,makanan,BRI,debit
QRIS  PMT GRAMEDIA BOOKSTORE,pendidikan,Danamon,debit
QRIS PMT PARKIR SOL,transport,BNI,debit
PEMBAYARAN RAWAT APOTEK GUARDIAN,kesehatan,Mandiri,debit
E-BANKING DB GOPAY 3225610652,topup_ewallet,GoPay,ewallet
DB SHOPEEFOOD ORDER,makanan,BRI,debit
DB HALODOC,kesehatan,Permata,debit
TRANSFER KE GOPAY 3934238509,topup_ewallet,GoPay,ewallet
DEBIT EDC NOTARIS PPAT TNG,lainnya,CIMB,debit
db tiktok shop belanja,belanja,BRI,debit
IPY GRAMEDIA BOOKSTORE,pendidikan,Mandiri,debit
TRSF E-BANKING DB TAGIHAN KARTU KREDIT BCA,tagihan,Permata,debit
KIRIM KONDANGAN SA,transfer_sosial,Danamon,transfer
DEBIT EDC THE BODY SHOP MDN,belanja,BCA,debit
QRIS PMT LABORATORIUM PRAMITA MKS,kesehatan,BNI,debit
PRC ALFAMIDI MLG,belanja,Danamon,debit
DB EDC PARKIR KOTA,transport,Danamon,debit
TRF 419358 BSI,tidak_diketahui,BCA,transfer
IPY GRAB,transport,BCA,debit
TRF PATUNGAN HADI SUSANTO,transfer_sosial,BRI,transfer
IPY TRAVELOKA EATS,makanan,Mandiri,debit
DB EDC TRANS STUDIO BANDUNG,hiburan,BNI,debit
SWITCHING DB TAGIHAN GASPGN,tagihan,Danamon,debit
BYR TAGIHAN TAGIHAN BPJS KESEHATAN,tagihan,Danamon,debit
TIKTOK SHOP,belanja,BCA,debit
DB PLN TOKEN LISTRIK,tagihan,CIMB,debit
IPY SHOPEE,belanja,CIMB,debit
DEBIT EDC INDOMARET BDG,belanja,Permata,debit
DEBIT EDC HAPPY PUPPY KTV DPS,hiburan,BSI,debit
DEBIT EDC GOLD GYM SBY,hiburan,Permata,debit
DB TIKET.COM TIKET,transport,Danamon,debit
SA IB PRIMA Dr Trf GOPAY,topup_ewallet,GoPay,ewallet
